language	compound	folder	images	sentence	type pred
Greek	χρυσή καρδιά	χρυσή καρδιά	['45728965092.png', '65550500296.png', '67925295821.png', '91878865871.png', '49065580304.png']	Όσοι έχουν χρυσή καρδιά κάνουν τη σωστή επιλογή όταν έρχεται η ώρα να επιλέξουν και όλοι οι επιβάτες εδώ έχουν αυτό το προσόν!	
Greek	χρυσή καρδιά	χρυσή καρδιά	['45728965092.png', '65550500296.png', '67925295821.png', '91878865871.png', '49065580304.png']	Κάντε δική σας τη χρυσή καρδιά που επιθυμείτε, με την εγγύηση της καλύτερης τιμής στην αγορά.	
Greek	χρυσή καρδιά	χρυσή καρδιά	['45728965092.png', '65550500296.png', '67925295821.png', '91878865871.png', '49065580304.png']	Συνδυάστε κάθε χρυσή καρδιά με μια αλυσίδα της προτίμησής σας και δωρίστε ένα μοναδικό κολιέ που ξέρει να κερδίζει τις εντυπώσεις.	
Greek	σε ενδιαφέρουσα	σε ενδιαφέρουσα	['15290264966.png', '68008246830.png', '69429049133.png', '88468030721.png', '82436854978.png']	Βρήκε και αγόρασε ένα Toyota Corolla AE86, το οποίο, για την ώρα, ας πούμε ότι ήταν σε ενδιαφέρουσα μορφή, το γιατί θα το καταλάβετε παρακάτω.	
Greek	σε ενδιαφέρουσα	σε ενδιαφέρουσα	['15290264966.png', '68008246830.png', '69429049133.png', '88468030721.png', '82436854978.png']	Μήπως είναι σε ενδιαφέρουσα και πάει για το τέταρτο;	
Greek	σε ενδιαφέρουσα	σε ενδιαφέρουσα	['15290264966.png', '68008246830.png', '69429049133.png', '88468030721.png', '82436854978.png']	Το πρώτο τρίμηνο του 2014 θα είναι πολύ δυνατό στον αισθηματικό τομέα, γιατί ο Ερμής θα είναι σε ενδιαφέρουσα θέση, αλλά θέλει προσοχή: η περίοδος αυτή θα μπορούσε επίσης να φέρει επιπλοκές .	
Greek	σε ενδιαφέρουσα	σε ενδιαφέρουσα	['15290264966.png', '68008246830.png', '69429049133.png', '88468030721.png', '82436854978.png']	Φήμες κατά καιρούς ήθελαν την ηθοποιό να είναι σε ενδιαφέρουσα , ωστόσο η ίδια σε πρόσφατη συνέντευξη της τις διέψευσε δηλώνοντας ικανοποιημένη με την ζωή που έχει.	
Greek	κροκοδείλια δάκρυα	κροκοδείλια δάκρυα	['39549135569.png', '96025928141.png', '57165108466.png', '53378121588.png', '63875652452.png']	Ένας πωλητής χύνει κροκοδείλια δάκρυα προκειμένου να πουλήσει γυναικείες κάλτσες.	
Greek	κροκοδείλια δάκρυα	κροκοδείλια δάκρυα	['39549135569.png', '96025928141.png', '57165108466.png', '53378121588.png', '63875652452.png']	Δεν ανέχεται καθηγητές που με κροκοδείλια δάκρυα μιλούν για κατεστραμμένα πανεπιστήμια, την ίδια ώρα που λαμβάνουν διοικητικές θέσεις σε εγκληματικές επιχειρήσεις.	
Greek	κροκοδείλια δάκρυα	κροκοδείλια δάκρυα	['39549135569.png', '96025928141.png', '57165108466.png', '53378121588.png', '63875652452.png']	Ο ζωολόγος κατέγραφε τη ροή των κροκοδείλιων δακρύων για να εντοπίσει την αιτία του προβλήματος.	
Greek	κροκοδείλια δάκρυα	κροκοδείλια δάκρυα	['39549135569.png', '96025928141.png', '57165108466.png', '53378121588.png', '63875652452.png']	Στο ντοκιμαντέρ έδειξαν καθαρά τα κροκοδείλια δάκρυα που σχηματίζονται όταν το ερπετό μασάει την τροφή του.	
Greek	κάνω την τρίχα τριχιά	κάνω την τρίχα τριχιά	['84290253398.png', '92276958147.png', '76114066718.png', '43543413186.png', '75756028762.png']	"Όπου παιχνίδια θα γίνονται κανονικά, επειδή ο ""χ"" ή ο ""ψ"" Αναστασίου δεν έκανε τη Μάρθα Βούρτση για να πάει στο νοσοκομείο ή ο ""Βίγια"" δεν έκανε την τρίχα τριχιά προσποιούμενος ζαλάδες ή περίοδο από την κροτίδα που έσκασε εκατοστά δίπλα του στο Κύπελλο."	
Greek	κάνω την τρίχα τριχιά	κάνω την τρίχα τριχιά	['84290253398.png', '92276958147.png', '76114066718.png', '43543413186.png', '75756028762.png']	Εκεί που πριν η ίδια αυτή δημοσιογραφία ήλεγχε ακόμα και το σώβρακο του Καρανίκα, το τσιγάρο του Πολάκη και έκανε την τρίχα τριχιά , τώρα έχει αφήσει την εξουσία, όχι μόνο παντελώς ανεξέλεγκτη, αλλά και συνειδητά αποκρύπτει τα θρασύτατα ψέματα της.	
Greek	κάνω την τρίχα τριχιά	κάνω την τρίχα τριχιά	['84290253398.png', '92276958147.png', '76114066718.png', '43543413186.png', '75756028762.png']	Η γιαγιά εξηγούσε στα παιδιά πώς παλιά έκαναν την τρίχα τριχιά για να φτιάχνουν γερά κορδόνια.	
